Acceleration,Temperature,Speed,Voltage,Current
3e6001c0,419eeeef,00000000,3f7db1b0,40092a06
3e5c01b8,419eeeef,00000000,3f7d387b,40092406
3e5c01b8,419eeeef,00000000,3f7caac8,40091ed0
3e6401c8,419eeeef,00000000,3f7c0fdf,40091758
3e6001c0,419eeeef,00000000,3f7b67cd,40091230
3e7801f0,419eeeef,00000000,3f7ac0ec,40090ac7
3e6401c8,419eeeef,00000000,3f7a0cea,40090428
3e5c01b8,419eeeef,00000000,3f796143,4008fd91
3e6401c8,419d5555,00000000,3f78da92,4008f7c2
3e5c01b8,419eeeef,00000000,3f783147,4008f1fa
3e5c01b8,419eeeef,00000000,3f77904d,4008eb78
3e6c01d8,419eeeef,00000000,3f76db19,4008e5be
3e5801b0,419eeeef,00000000,3f762e36,4008e0cb
3e6001c0,419eeeef,00000000,3f75743f,4008da5e
3e6001c0,419eeeef,00000000,3f74c299,4008d4b8
3e6401c8,419eeeef,00000000,3f741942,4008cfd8
3e6401c8,419eeeef,00000000,3f738d98,4008c97f
3e6001c0,419eeeef,00000000,3f72df79,4008c4ab
3e6401c8,419eeeef,00000000,3f723286,4008bfdd
3e6001c0,419eeeef,00000000,3f71b883,4008b998
3e5c01b8,419eeeef,00000000,3f711c13,4008b4d6
3e6001c0,419eeeef,00000000,3f7087de,4008b01a
3e5c01b8,419d5555,00000000,3f6ff4c8,4008ac21
3e5801b0,419eeeef,00000000,3f6f54ab,4008a6b3
3e6001c0,419eeeef,00000000,3f6ea07f,4008a14b
3e5c01b8,419eeeef,00000000,3f6df48b,40089ca6
3e6401c8,419eeeef,00000000,3f6d5eef,40089807
3e6401c8,419d5555,00000000,3f6cd180,400891f5
3e5c01b8,419eeeef,00000000,3f6c1ae0,40088ca5
3e5c01b8,419eeeef,00000000,3f6b6565,4008875b
3e6401c8,419d5555,00000000,3f6acd41,400882d3
3e5c01b8,419d5555,00000000,3f6a4b5b,40087cda
3e6401c8,419eeeef,00000000,3f69bc73,400877a2
3e6401c8,419eeeef,00000000,3f6935a7,400873e5
3e6001c0,419eeeef,00000000,3f68bdf0,40086dfe
3e6001c0,419eeeef,00000000,3f68323d,400868d8
3e5c01b8,419eeeef,00000000,3f67b595,400862fe
3e5801b0,419eeeef,00000000,3f6740ea,40085e9d
3e5c01b8,419eeeef,00000000,3f66bf4f,40085988
3e6401c8,419eeeef,00000000,3f663ebb,400853c0
3e5c01b8,419eeeef,00000000,3f659c7d,400850e1
3e6001c0,419eeeef,00000000,3f64ed76,40084c95
3e6001c0,419eeeef,00000000,3f646921,400846de
3e6001c0,419eeeef,00000000,3f63dee6,4008429d
3e6401c8,419eeeef,00000000,3f6340f6,40083da9
3e5c01b8,419d5555,00000000,3f628f5c,400838bb
3e5801b0,419d5555,00000000,3f620850,400833d2
3e6001c0,419eeeef,00000000,3f616d95,40082d82
3e6001c0,419eeeef,00000000,3f60e89d,400828a5
3e6401c8,419d5555,00000000,3f6064a9,40082317
3e6801d0,419eeeef,00000000,3f5fc633,40081e45
3e7001e0,419eeeef,00000000,3f5f28cc,40081978
3e6001c0,419eeeef,00000000,3f5e7eb4,400813fb
3e5001a0,419d5555,00000000,3f5dc7ec,400810a4
3e6401c8,419eeeef,00000000,3f5d1913,40080a7d
3e6001c0,419d5555,00000000,3f5ca24f,400805c6
3e6001c0,419d5555,00000000,3f5bf596,40080114
3e5c01b8,419eeeef,00000000,3f5b430e,4007fd1c
3e6001c0,419eeeef,00000000,3f5a9f51,4007f928
3e5c01b8,419eeeef,00000000,3f59da4e,4007f539
3e6401c8,419eeeef,00000000,3f59542e,4007ef34
3e6401c8,419d5555,00000000,3f58a5e2,4007eb4f
3e6001c0,419eeeef,00000000,3f57f1c7,4007e821
3e6001c0,419eeeef,00000000,3f575354,4007e445
3e5c01b8,419d5555,00000000,3f56af11,4007e11f
3e5c01b8,419eeeef,00000000,3f562e2c,4007dc99
3e6801d0,419eeeef,00000000,3f55a76b,4007d97c
3e6401c8,419eeeef,00000000,3f54ff73,4007d5b1
3e5c01b8,419eeeef,00000000,3f545f5f,4007d1eb
3e5401a8,419eeeef,00000000,3f53dbb4,4007ce29
3e5801b0,419eeeef,00000000,3f535232,4007c85a
3e5c01b8,419eeeef,00000000,3f52a792,4007c4a1
3e6001c0,419eeeef,00000000,3f5226ef,4007bf8d
3e6001c0,419eeeef,00000000,3f51a747,4007bb2e
3e6001c0,419eeeef,00000000,3f510d60,4007b6d3
3e5c01b8,419eeeef,00000000,3f50747e,4007b11f
3e6001c0,419eeeef,00000000,3f4fc83c,4007ad7e
3e5801b0,419eeeef,00000000,3f4f3f01,4007a883
3e5c01b8,419eeeef,00000000,3f4ea92e,4007a2de
3e5c01b8,419eeeef,00000000,3f4e145f,40079d3f
3e6001c0,419eeeef,00000000,3f4d7301,400797a5
3e5801b0,419eeeef,00000000,3f4ce038,40079163
3e6001c0,419eeeef,00000000,3f4c47a9,40078e8c
3e5c01b8,419eeeef,00000000,3f4b9bca,40078a5d
3e6001c0,419eeeef,00000000,3f4afe7c,400784d8
3e6001c0,419eeeef,00000000,3f4a7684,40077f59
3e6001c0,419eeeef,00000000,3f49fd10,4007772b
3e5801b0,419eeeef,00000000,3f4962c5,4007746b
3e6001c0,419eeeef,00000000,3f48c2ba,40077055
3e6001c0,419eeeef,00000000,3f480f6e,40076cf0
3e6001c0,419eeeef,00000000,3f477828,4007698f
3e6001c0,419eeeef,00000000,3f46db21,40076586
3e6001c0,419eeeef,00000000,3f463f1b,400762d8
3e5801b0,419eeeef,00000000,3f45b195,40075cd5
3e6001c0,419eeeef,40bdfec5,3f45178e,400758d9
3e5401a8,419eeeef,40b7d5be,3f44997d,400754e1
3e6001c0,419eeeef,40b17994,3f43ed40,40075198
3e6401c8,419eeeef,40a539d3,3f4363ac,40074e53
3e6401c8,419eeeef,409f1fde,3f42b2b4,40074a67
3e6401c8,419eeeef,4098cdfd,3f42102f,400747d3
3e5801b0,419eeeef,40925e5b,3f416ea9,40074499
3e6801d0,419eeeef,408bb95e,3f40ce22,40074010
3e6401c8,419eeeef,4084ff23,3f4027df,40073cde
3e5c01b8,419eeeef,407c49e8,3f3f9d86,4007385d
3e5c01b8,419eeeef,406d8bde,3f3efffa,4007348a
3e6401c8,419eeeef,406d8bde,3f3e4f41,400730bb
3e6401c8,419eeeef,405f09af,3f3da63e,40072cf0
3e5c01b8,419eeeef,404f5e02,3f3d1268,40072881
3e6001c0,419eeeef,404f5e02,3f3c8647,4007260d
3e5c01b8,419eeeef,403f5856,3f3be040,4007224d
3e5c01b8,419eeeef,402e2cd1,3f3b41ee,40071f39
3e6c01d8,419eeeef,402e2cd1,3f3a972b,40071c28
3e6001c0,419eeeef,401be68a,3f3a0845,400719c1
3e5801b0,419eeeef,401be68a,3f398e7d,40071610
3e6001c0,419eeeef,4007d907,3f38f41d,40071309
3e6401c8,419eeeef,4007d907,3f387587,40070eba
3e6001c0,419eeeef,3fe28e48,3f37c254,40070b15
3e6001c0,419eeeef,3fe28e48,3f372431,40070774
3e5001a0,419eeeef,3fe28e48,3f3679a5,400703d6
3e6401c8,419eeeef,00000000,3f35d013,400700e1
3e6001c0,419eeeef,3fabe1e3,3f355d17,4006fd4b
3e6001c0,419eeeef,3fabe1e3,3f34d040,4006fa5d
3e5c01b8,419eeeef,3fabe1e3,3f343daf,4006f6ce
3e5801b0,419eeeef,00000000,3f33b2c4,4006f3e6
3e6001c0,419eeeef,00000000,3f333627,4006f05e
3e6801d0,419eeeef,00000000,3f328bcc,4006ed7d
3e5c01b8,419eeeef,00000000,3f31fd15,4006ebe5
3e5801b0,419eeeef,3f13f39d,3f315b54,4006e7c4
3e6001c0,419eeeef,3f13f39d,3f30b3e1,4006e44a
3e6001c0,419eeeef,3f13f39d,3f3006ba,4006deec
3e6001c0,419eeeef,00000000,3f2f828e,4006dc1c
3e6001c0,419eeeef,00000000,3f2eff52,4006d94f
3e6c01d8,419eeeef,00000000,3f2e4e6f,4006d685
3e5c01b8,419eeeef,00000000,3f2dc675,4006d27b
3e5401a8,419eeeef,00000000,3f2d1e27,4006cdd4
3e6401c8,419eeeef,00000000,3f2c9ebe,4006ca73
3e6001c0,419eeeef,00000000,3f2bff04,4006c716
3e5801b0,419eeeef,00000000,3f2b52f4,4006c3bc
3e6401c8,419eeeef,00000000,3f2ab526,4006c066
3e5c01b8,419eeeef,00000000,3f2a2c41,4006bbd3
3e6001c0,419eeeef,00000000,3f29aaf2,4006b884
3e6001c0,41a19999,00000000,3f292a8f,4006b498
3e5801b0,41a19999,00000000,3f28a476,4006b011
3e6001c0,419eeeef,00000000,3f2825ea,4006ac2d
3e6401c8,419eeeef,00000000,3f278095,4006a98b
3e6001c0,419eeeef,00000000,3f26dc32,4006a50f
3e7001e0,419eeeef,00000000,3f264c9d,4006a1d5
3e6401c8,419eeeef,00000000,3f259ce4,40069d61
3e5c01b8,419eeeef,00000000,3f250f34,400698f1
3e6001c0,419eeeef,00000000,3f248faf,40069485
3e6c01d8,419eeeef,00000000,3f23dc35,4006901d
3e5c01b8,419eeeef,00000000,3f233045,40068c57
3e5401a8,419eeeef,00000000,3f227809,400687f7
3e6801d0,419eeeef,00000000,3f21fc57,400684d6
3e6001c0,419eeeef,00000000,3f2159db,40068256
3e6801d0,419eeeef,00000000,3f20ab15,40067f3b
3e6c01d8,419eeeef,00000000,3f2003de,40067ae9
3e6c01d8,419eeeef,00000000,3f1f6ad8,400677d5
3e5c01b8,419eeeef,00000000,3f1ed2c5,400674c4
3e6001c0,419eeeef,00000000,3f1e561f,40067252
3e6001c0,419eeeef,00000000,3f1dc68a,40066d73
3e6801d0,419eeeef,00000000,3f1d2412,40066b08
3e5401a8,419eeeef,00000000,3f1c7bef,4006693b
3e5c01b8,419eeeef,00000000,3f1be893,40066639
3e6801d0,419eeeef,00000000,3f1b635f,40066204
3e5c01b8,419eeeef,00000000,3f1ad87c,40065e6d
3e5c01b8,419eeeef,00000000,3f1a47ed,40065c10
3e5401a8,419eeeef,00000000,3f19c57e,400659b5
3e5801b0,419eeeef,00000000,3f19299c,4006575d
3e6001c0,419eeeef,00000000,3f189540,40065507
3e6401c8,419eeeef,00000000,3f180eff,400652b3
3e6001c0,419eeeef,00000000,3f177c7e,40064fc8
3e6001c0,419eeeef,00000000,3f16f17f,40064ce0
3e5c01b8,419eeeef,00000000,3f1660d7,400649fb
3e6001c0,419eeeef,00000000,3f15c3f7,400647b2
3e6001c0,419eeeef,00000000,3f15424e,4006456b
3e5c01b8,419eeeef,00000000,3f14bafb,4006428e
3e5001a0,419eeeef,00000000,3f1420e2,40063fb4
3e6001c0,419eeeef,00000000,3f1394d4,40063c45
3e6401c8,419eeeef,00000000,3f12fc92,40063aa1
3e6401c8,419eeeef,00000000,3f128c92,400637cf
3e6401c8,419eeeef,00000000,3f121053,400633d1
3e6001c0,419eeeef,00000000,3f1194f6,40063105
3e5c01b8,419eeeef,00000000,3f1106e1,40062e3c
3e6001c0,419eeeef,00000000,3f105f98,40062b76
3e6001c0,419eeeef,00000000,3f0fed74,40062949
3e5801b0,419eeeef,00000000,3f0f417a,40062688
3e6c01d8,419eeeef,00000000,3f0ec412,400623c9
3e5c01b8,419eeeef,00000000,3f0e26f3,400621a3
3e6001c0,419eeeef,00000000,3f0d9e4a,40061eea
3e6001c0,419eeeef,00000000,3f0d3095,40061c33
3e6001c0,419eeeef,00000000,3f0c962c,40061aa9
3e6401c8,419eeeef,00000000,3f0c2a32,400617f7
3e6001c0,419eeeef,00000000,3f0b9e92,40061548
3e6001c0,419eeeef,00000000,3f0b0d58,40061330
3e6401c8,419eeeef,00000000,3f0a7685,400611ae
3e6001c0,419eeeef,00000000,3f0a0785,40060f9a
3e6001c0,419eeeef,00000000,3f0992dd,40060cf4
3e5801b0,419eeeef,00000000,3f092585,40060ae4
3e6401c8,419eeeef,00000000,3f088bc6,4006071c
3e6401c8,419eeeef,00000000,3f07f2e9,400603eb
3e6c01d8,419eeeef,00000000,3f0781b1,400600bc
3e6001c0,419eeeef,00000000,3f06fdf1,4005fcfd
3e5801b0,419eeeef,00000000,3f067b0e,4005fb8d
3e5c01b8,419eeeef,00000000,3f060c5b,4005f98c
3e6001c0,419eeeef,00000000,3f057e4e,4005f81f
3e5c01b8,419eeeef,00000000,3f04e443,4005f4fd
3e5c01b8,419eeeef,00000000,3f0444a7,4005f302
3e6401c8,419eeeef,00000000,3f03d962,4005efe6
3e6001c0,419eeeef,00000000,3f03687e,4005ec3b
3e5401a8,419eeeef,00000000,3f02e52b,4005e893
3e5001a0,419eeeef,00000000,3f024f76,4005e57f
3e5401a8,419eeeef,00000000,3f01c107,4005e2ff
3e5c01b8,419eeeef,00000000,3f014d17,4005e112
3e6001c0,419eeeef,00000000,3f00c6c4,4005de06
3e5801b0,419eeeef,00000000,3f00347e,4005db8d
3e5401a8,419eeeef,00000000,3eff52f2,4005d7f6
3e6401c8,419eeeef,00000000,3efe4b67,4005d462
3e6401c8,419eeeef,00000000,3efd458c,4005d281
3e6001c0,419eeeef,00000000,3efc5aed,4005cf82
3e6c01d8,419eeeef,00000000,3efb586a,4005cd16
3e6001c0,419eeeef,3ef1d893,3efa4ad2,4005caac
3e5c01b8,419eeeef,40a23d68,3ef93ee8,4005c8d3
3e5c01b8,419eeeef,409be68a,3ef8745e,4005c6fc
3e5c01b8,419eeeef,409569e8,3ef7459e,4005c5b6
3e5c01b8,419eeeef,408edfd7,3ef664dd,4005c471
3e5801b0,419eeeef,408804f0,3ef56c4b,4005c29f
3e5c01b8,419eeeef,408103c3,3ef44f47,4005c041
3e5801b0,419eeeef,408103c3,3ef366b2,4005bd57
3e6001c0,419eeeef,4059a180,3ef24d02,4005bc19
3e5c01b8,419eeeef,4059a180,3ef10ef5,4005b934
3e6001c0,419eeeef,4059a180,3eefd28e,4005b651
3e5801b0,419eeeef,00000000,3eee97ce,4005b3fe
3e6401c8,419eeeef,00000000,3eed6b68,4005b120
3e5c01b8,419eeeef,00000000,3eec40ae,4005aed2
3e6001c0,419eeeef,00000000,3eeb4a6b,4005ab6c
3e6001c0,419eeeef,00000000,3eea1659,4005a896
3e6801d0,419eeeef,00000000,3ee92367,4005a64e
3e5c01b8,419eeeef,00000000,3ee818b8,4005a495
3e5c01b8,419eeeef,00000000,3ee71c5d,4005a251
3e6401c8,419eeeef,00000000,3ee614f9,40059f84
3e6001c0,419eeeef,00000000,3ee53535,40059d45
3e6001c0,419eeeef,00000000,3ee40b26,40059a7c
3e6001c0,419eeeef,00000000,3ee2d618,40059841
3e5001a0,419eeeef,00000000,3ee1af56,4005971e
3e5801b0,419d5555,00000000,3ee07d94,400594e7
3e5c01b8,419eeeef,00000000,3edfa610,4005919d
3e6001c0,419eeeef,00000000,3edeb6d1,40058ee0
3e6001c0,419eeeef,00000000,3eddafeb,40058c25
3e5c01b8,419eeeef,00000000,3edcdd21,40058a81
3e6401c8,419eeeef,00000000,3edbf2a9,400587ca
3e6001c0,419eeeef,00000000,3edb165b,40058516
3e6001c0,419eeeef,00000000,3eda2273,400582ee
3e5801b0,419eeeef,00000000,3ed92391,400580c8
3e5c01b8,419eeeef,00000000,3ed832d6,40057ea4
3e6801d0,419eeeef,00000000,3ed75039,400577af
3e6401c8,419eeeef,00000000,3ed65619,400573f4
3e5c01b8,419eeeef,00000000,3ed54483,400572ea
3e6c01d8,419eeeef,00000000,3ed4731e,40056fbd
3e6001c0,419eeeef,00000000,3ed37137,40056da4
3e6401c8,419eeeef,00000000,3ed270e5,40056d27
3e6401c8,419eeeef,00000000,3ed17ea4,40056a89
3e6401c8,419eeeef,00000000,3ed08177,400567ee
3e6001c0,419eeeef,00000000,3ecfb7be,40056555
3e6001c0,419eeeef,00000000,3ecee306,400562be
3e6401c8,419eeeef,00000000,3ecdea7c,400561c0
3e6001c0,419eeeef,00000000,3eccdaa4,40055fb4
3e6c01d8,419eeeef,00000000,3ecbf1a4,40055e31
3e6001c0,419eeeef,00000000,3ecb1693,40055dbe
3e6401c8,419eeeef,00000000,3eca2433,40055bb7
3e5c01b8,419eeeef,00000000,3ec9714f,400559b2
3e6401c8,419eeeef,00000000,3ec8bfc6,40055728
3e6401c8,419eeeef,00000000,3ec7d1df,400556ba
3e5c01b8,419eeeef,00000000,3ec6d924,40055540
3e6801d0,419eeeef,00000000,3ec5ee41,4005544d
3e5c01b8,419eeeef,00000000,3ec5112e,40055250
3e6401c8,419eeeef,00000000,3ec43593,40055055
3e5801b0,419eeeef,00000000,3ec34f23,40054d51
3e5c01b8,419eeeef,00000000,3ec2519e,40054bdf
3e6401c8,419eeeef,00000000,3ec17a6e,40054a6e
3e5801b0,419eeeef,00000000,3ec07fe6,4005487a
3e5c01b8,419eeeef,00000000,3ebf931e,4005470c
3e5c01b8,419eeeef,00000000,3ebec050,4005451b
3e5801b0,419eeeef,00000000,3ebe1fdd,4005432c
3e6401c8,419eeeef,00000000,3ebd5c0b,40053e26
3e6401c8,419eeeef,00000000,3ebc8138,40053c3b
3e6001c0,419eeeef,00000000,3ebb9ba5,40053ad6
3e6001c0,419eeeef,00000000,3ebab783,400538ee
3e6001c0,419eeeef,00000000,3eb9f949,40053685
3e5c01b8,419eeeef,00000000,3eb917fe,40053524
3e6c01d8,419eeeef,00000000,3eb82bfe,400533c4
3e5801b0,419eeeef,00000000,3eb7416e,40053266
3e5c01b8,419eeeef,00000000,3eb6584d,40053109
3e6801d0,419eeeef,00000000,3eb594ea,40052fad
3e6401c8,419eeeef,00000000,3eb4d2e0,40052ed5
3e5001a0,419eeeef,00000000,3eb3edf7,40052d7c
3e6001c0,419eeeef,00000000,3eb2fe67,40052ca6
3e5c01b8,419eeeef,00000000,3eb2346e,40052acd
3e6001c0,419eeeef,00000000,3eb177d9,40052977
3e6001c0,419eeeef,00000000,3eb0a488,40052822
3e5001a0,419eeeef,409b00d6,3eafd295,400526cf
3e5001a0,419eeeef,409496df,3eaef5fe,400524fc
3e6001c0,419eeeef,408dbf15,3eae32c2,4005242c
3e6401c8,419eeeef,4086ff20,3ead58e5,4005235d
3e5c01b8,419eeeef,40801821,3eac8c5c,4005228f
3e7001e0,419eeeef,40801821,3eabb536,400520c1
3e6001c0,419eeeef,406fa905,3eaadf6a,40051ff5
3e7c01f8,419eeeef,4054453f,3eaa0af7,40051daa
3e6001c0,419eeeef,40f07671,3ea94fb1,40051ae1
3e6001c0,419eeeef,40eab32f,3ea8a199,40051999
3e5c01b8,419eeeef,40dff719,3ea7f4bc,40051754
3e6001c0,419eeeef,40d55243,3ea73161,40051590
3e5c01b8,419eeeef,40cf9127,3ea66377,400513cd
3e5801b0,419eeeef,40ca7eb0,3ea596dc,4005128a
3e6401c8,419eeeef,40bf5856,3ea4d760,40051148
3e5c01b8,419eeeef,40b9bc97,3ea40d5b,40050f0b
3e6401c8,419eeeef,40b3d85f,3ea373cc,40050c51
3e5c01b8,419eeeef,40a80faf,3ea2ac4c,40050a96
3e5001a0,419eeeef,40a1fef3,3ea1e612,4005085e
3e6401c8,419eeeef,409bacdd,3ea12cdc,400507a2
3e6801d0,419eeeef,40959f08,3ea08c56,400505eb
3e5c01b8,419eeeef,408edfd7,3e9fbe23,400504b3
3e6c01d8,419eeeef,40888956,3e9efce8,4005037c
3e6c01d8,419eeeef,4081a2be,3e9e313c,400500ce
3e5801b0,419eeeef,40756476,3e9d7e2b,4004fe9f
3e5c01b8,419eeeef,4066ed38,3e9ce39d,4004fd6c
3e6001c0,419eeeef,4066ed38,3e9c2746,4004fbbd
3e5c01b8,419eeeef,4057e2e6,3e9b6c26,4004fa8c
3e5c01b8,419eeeef,40483c90,3e9ab23c,4004f95c
3e6401c8,419eeeef,40483c90,3e9a1c4c,4004f8aa
3e6801d0,419eeeef,4037d5be,3e998771,4004f77c
3e5c01b8,419eeeef,40265fc9,3e98dc92,4004f5d3
3e5c01b8,419eeeef,40265fc9,3e9832d9,4004f42c
3e6001c0,419eeeef,40135ea7,3e9795c7,4004f18f
3e6c01d8,419eeeef,40135ea7,3e96f9ce,4004efeb
3e6001c0,419eeeef,3ffd2d97,3e965373,4004edcd
3e6801d0,419eeeef,3ffd2d97,3e958bdc,4004ebb1
3e6001c0,419eeeef,3ffd2d97,3e94dc59,4004ea8c
3e6401c8,419eeeef,3fcd31df,3e9444d5,4004e873
3e5c01b8,419eeeef,3fcd31df,3e938c28,4004e751
3e6401c8,419eeeef,3fcd31df,3e92c93e,4004e630
3e6001c0,419eeeef,00000000,3e9212e2,4004e495
3e6801d0,419eeeef,3f8eaf65,3e915dab,4004e281
3e6401c8,419eeeef,3f8eaf65,3e90c04f,4004e163
